order_bn,text,label_confirm
7.06e+17,一定要确保质量好，布料环保。,1
7.06e+17,不发中通,0
7.06e+17,需要本周到货,0
7.06e+17,正品，质量一定要好,1
7.06e+17,请选质量好的发。,1
7.06e+17,38码,1
7.06e+17,发韵达包装好点 送双袜子?谢谢,0
7.07e+17,一件灰色，一件藏青,0
7.06e+17,请保证质量，尽快发货，谢谢,1
5.76e+17,请保证质量，避免不必要麻烦！,1
7.07e+17,送赠品 谢谢,1
7.07e+17,麻烦挑好的 包好 谢谢,1
7.07e+17,请务必发顺丰,0
7.06e+17,外包装备注三亚海棠湾恒大国际医院（F-3-2地块）,0
7.07e+17,发货前检查好产品质量，瑕疵品拒收,1
5.76e+17,拒绝衣物有破损、脱线等问题，谢谢。,1
7.07e+17,快递单上写：不要放在丰巢柜谢谢,1
5.76e+17,请检查好包装好，拒收有问题的宝贝，谢谢,1
5.76e+17,全新 外观无破损,1
7.07e+17,速度发货,1
7.07e+17,请速发货，着急。,1
7.07e+17,请保证质量呦,1
7.07e+17,橘色帽子和橘色围脖，谢谢,0
7.07e+17,传递动能量,1
7.07e+17,尽快发货，这是生日礼物,1
5.76e+17,拒收丰巢柜,1
5.69e+17,中通申通优先，谢谢,0
5.69e+17,请包装好 谢谢,1
5.69e+17,帮检查一下质量，老顾客了,1
7.07e+17,抬头：深圳欧其诺酒业有限公司,1
5.76e+17,发货前请帮我检查一下质量，谢谢！,1
7.06e+17,邮寄前请检查商品质量，谢谢。,1
7.07e+17,请放电子邮柜,1
5.76e+17,不要发韵达,0
7.07e+17,发货前检查货物质量和码数！,1
5.69e+17,两双46再送双别的46,0
7.07e+17,请尽快发货，谢谢。,1
7.07e+17,请保证质量，谢谢,0
7.07e+17,质量一定要检查好 再发,1
7.07e+17,检查好再发货,1
7.07e+17,请检查质量尽快发货,1
7.07e+17,请检查好宝贝，不要有瑕疵。谢谢您。M军绿,1
7.07e+17,选好商品，尽快发货，谢谢,1
5.69e+17,麻烦老板发货前，检查一下质量麻烦老板发货前，检查一下质量问题，不然换来换去太麻烦了，谢谢！问题，不然换来换去太麻烦了，谢谢？,1
7.07e+17,发货之前帮我检查清楚不要有什么问题，谢谢！,1
5.76e+17,亲，保证质量，别忘了送赠品，谢谢您 ！,1
5.76e+17,不要发韵达,0
7.07e+17,早点发货！,1
7.07e+17,拒绝申通,0
7.07e+17,请检查好是否有质量问题再出货哦，谢谢,1
5.69e+17,请选好的，否则给差评。,1
7.07e+17,请包装好，谢谢！,0
7.07e+17,请检查质量发货！,1
7.07e+17,尽量帮安排发邮政或顺丰～,0
7.07e+17,请保证质量，无瑕疵,1
7.07e+17,你好，请核查无误再发货，谢谢,1
5.76e+17,麻烦您把我的代码 NAN-0391 写的清楚一点， 这个对我非常重要，不然的话我的货代公司收到包裹后不知道是谁的， 谢谢啦,0
5.76e+17,亲，请发货前仔细检查，保证质量，别有瑕疵，谢谢~~,1
7.07e+17,包安装,1
7.07e+17,勿少件Xl速发,1
5.69e+17,请尽快发货哦，谢谢老板，恭喜发财！,1
5.76e+17,发邮政，发邮政，发邮政，重要的事情说三遍，其他快递不可以,0
7.07e+17,请注意包装和质量，谢谢！,0
7.04e+17,公司购买当年会奖品发放，请开具普通发票 公司名称：北京睿豪酒店物业管理有限公司工会 纳税人识别号：811101085906575700,1
7.07e+17,一件灰色，一件粉红色,0
5.69e+17,发邮政,0
7.07e+17,请检查好质量再发货，谢谢,1
7.07e+17,发货前请检查好，质量要保证！,1
7.07e+17,请仔细检查再发货，不要有瑕疵,1
7.07e+17,开增值税专用发票,0
5.69e+17,最好发邮政，谢谢,0
5.76e+17,麻烦工作日派送，谢谢,0
5.77e+17,确保质量包装严实谢谢！,1
7.07e+17,保证质量，尽快发货，谢谢！,1
7.07e+17,取保质量,1
7.07e+17,发货前请务必检查质量 妥善包裹尽快发货 谢谢,1
7.07e+17,检查好质量，好穿回购！！！,1
7.07e+17,请发货前检查好质量哦！,1
7.07e+17,希望卖家在发货时，挑选质量好的，没有瑕疵的颜色正确的，合作愉快！,1
5.69e+17,请发货前务必帮我仔细检查一下，谢谢。,1
5.77e+17,一双黑色另一双靛蓝色,0
7.08e+17,请认真检查物品质量哦！大家都用心，一切都更好！谢谢！,1
5.77e+17,请不要发韵达！,0
5.77e+17,全新专柜正品发货！无瑕疵无破损原包装谢谢,1
7.07e+17,开具增值税专用发票,0
7.08e+17,发质量好的，如果质量有问题拒收,1
7.08e+17,请确保质量,1
5.77e+17,可以发圆通就发圆通,0
7.06e+17,请确保质量和完好无损！黑色；大号。,1
7.08e+17,亲，尽快发货哦,1
5.77e+17,中通优先,0
7.08e+17,质量要有保证，希望早点发货,1
5.68e+17,包装包好一点，保证质量！！！,1
5.69e+17,请发货前检查确保无质量瑕疵！谢,1
7.08e+17,发圆通,0
5.69e+17,麻烦您给拿全新未拆封的，不要退换过的谢谢,1
5.77e+17,俩xl 俩2xl,0
7.08e+17,发货前请仔细检查衣服质量 避免发生售后,1
7.08e+17,邮政快递,0
5.69e+17,确保质量做工发货,1
5.69e+17,亲！请尽快发货哦！祝生意兴隆！,1
7.08e+17,一黑一蓝,0
7.08e+17,尽快发货,1
7.08e+17,正品保证，请看清颜色和尺码发货,1
7.08e+17,中通韵达圆通快递,0
7.08e+17,发货前请检查下,1
7.08e+17,快递请发韵达或中通,0
5.69e+17,发货前请检查好，不接收瑕疵品,1
7.08e+17,检查好质量哦谢谢,1
7.08e+17,发货检查质量！,1
7.08e+17,L码，黑色,0
5.77e+17,发货前检查包装和质量，不要有污渍或者损坏，谢谢,1
7.08e+17,请包装完好，谢谢,0
5.77e+17,质量要好，不要有任何暇痣,1
7.08e+17,尽快发货，质量保证好！,1
7.08e+17,黑色谢谢！,0
7.08e+17,尽快发货,1
5.69e+17,请认真检查后在发货，期待佳品。,1
7.08e+17,请妥善包装以防损毁，谢谢！,1
5.69e+17,质量保证正品行货全新正品,1
7.08e+17,请质量保证！,1
5.77e+17,尽快发货，谢谢,1
5.77e+17,"包装务必严实，以免在繁忙的长途运输和物流搬运中刮破、摔坏、漏散、淋湿、弄脏、挤压变形等，给彼此造成不必要的困扰和麻烦！看看中央电视台播出的野蛮快递分包，真是让人触目惊心！决不能以旧充新、以次充好！更不能把到期或过期的货发来！不值得做让新老顾客寒心的事！良好的口碑是经过自己苦心经营，刻苦努力建立起来的，实在不容易！仓库发货时，务必把好最后一道质量关、包装关！如最后一关没把好，则前功尽弃，声誉受损，包装务必严实，以免在繁忙的长途运输和物流搬运中刮破、摔坏、漏散、淋湿、弄脏、挤压变形等，给彼此造成不必要的困扰和麻烦！看看中央电视台播出的野蛮快递分包，真是让人触目惊心！决不能以旧充新、以次充好！更不能把到期或过期的货发来！不值得做让新老顾客寒心的事！良好的口碑是经过自己苦心经营，刻苦努力建立起来的，实在不容易！仓库发货时，务必把好最后一道质量关、包装关！如最后一关没把好，则前功尽弃，声誉受损， 
 得不偿失，切记！！！",1
7.08e+17,发货前一定要检查质量,1
5.69e+17,望店家选质量好的玫粉色S型号，早点发货，谢谢！,1
7.08e+17,请保证质量，尽快发货！,1
7.08e+17,请保证质量，尽快发货！,1
7.08e+17,发货请检查质量，谢谢！,1
7.08e+17,保证原装正品，质量好！,1
5.69e+17,请检查好，确保质量哦！,1
7.08e+17,亲 请保证质量尽快发货,1
5.69e+17,请不要放任何字条和单据，挑选合适的快递及时发货，谢谢。,1
5.77e+17,要新的，好的，谢谢啦。,1
5.77e+17,请检查好质量,1
5.77e+17,请确认商品无质量问题后尽快发货，谢谢！,1
7.08e+17,请快发,1
7.08e+17,商品无瑕疵，包装完好，尽快发货。,1
7.08e+17,请亲发货前一定一定仔细检查有无质量问题和其他问题之后再发出，避免双方不必要的麻烦，非常感谢！,1
7.08e+17,麻烦速度发货！谢谢,1
7.08e+17,颜色白色的,0
7.08e+17,请拿正品，我是处女座谢谢,1
7.08e+17,需全新原装正品，谢谢！,1
5.69e+17,请检查包装好哦，谢谢！,1
7.08e+17,品质保证，包装细致，物流及时,1
5.69e+17,不要发天天快递，最好发邮政快递,0
7.08e+17,发货时请检查一下质量，谢谢！,1
7.08e+17,尽快发货哦！,1
7.08e+17,确保正品质量,1
7.08e+17,发货必须写上名字和代码D979,1
5.69e+17,亲请保证质量尽快发货。记得送礼物喔,1
5.77e+17,全新无破损,1
7.08e+17,期待好品质,1
5.77e+17,尽快发货，谢谢,1
5.68e+17,请帮忙检查没有质量问题的，谢谢,1
5.77e+17,发货前请检查质量，谢谢。,1
7.08e+17,"要全新的,不要别人调换的,谢谢谢！",1
7.08e+17,烦请发货前检查质量，避免后期麻烦，谢谢,1
7.08e+17,麻烦尽快发货,1
7.09e+17,请发圆通，韵达，申通,0
7.09e+17,请检查清楚再发货，谢谢,1
7.09e+17,不发邮政,0
7.09e+17,放快递柜,1
7.09e+17,请发中通快递,0
5.77e+17,请尽快发货，谢谢！,1
7.09e+17,不要放菜鸟驿站,0
5.77e+17,开票信息：海亮生态农业仙居有限公司 税号：91331024064179222U 地址：浙江省仙居县双庙乡海亮生态农业有限公司0576-89383971 联系人：钟柏泳 13757551263 邮箱：zhongbaiyong@hailiang.com 开户行：中国农业银行股份有限公司仙居支行 账号:19945101040040242,0
5.77e+17,电话号码为17699088084,0
7.08e+17,"麻烦包装谨慎，下雨都不会影响里面产品, 因为这个我运输很远的",0
5.69e+17,帮忙快点发货。谢谢。学校着急用。,1
7.09e+17,请选好的新的不开线的,1
7.09e+17,路远包好，发前检查以免退换！请不要发申通不到！,0
5.77e+17,保证质量，包装仔细，尽快发货。,1
7.09e+17,请注意质量，尽快发货，谢谢您，辛苦啦。,1
7.09e+17,发中通快递,0
7.09e+17,能不能发货马上，支持一下,1
7.09e+17,包装严实点！,1
5.76e+17,希望不要有质量问题,1
7.09e+17,男,1
5.77e+17,颜色尺码千万不要发错哟！保证质量及时发货谢谢老板！,1
7.09e+17,麻烦亲亲检查一下再发货哦，多谢啦,1
7.09e+17,請代為選取質量較好的. 謝謝！,1
7.08e+17,老顾客，挑个质量好的,1
7.09e+17,老顾客了，请卖家尽快安排发货，谢谢了！,1
5.77e+17,不要发瑕疵品！,0
7.09e+17,请检查好质量、尽快发货，谢谢！,1
7.09e+17,长裤尽量发全黑的，谢谢,0
7.09e+17,发货请检查质量，谢谢,1
7.09e+17,请确保质量 第二次购买了,1
7.09e+17,亲，认真检查，无瑕疵，包装完好，速发货哦。,1
5.69e+17,麻烦发前检查好了，别发错或是有质量问题哦，谢了,1
7.09e+17,麻烦发货前检查质量，谢谢！,1
5.77e+17,发货前请仔细检查，谢谢！,1
5.77e+17,发货前请查看好质量,1
7.1e+17,发货前请检查好质量，谢谢,1
7.09e+17,确保没有破损和瑕疵 不希望换货,1
7.09e+17,尽快发货，谢谢,1
7.1e+17,请包装好！谢谢,0
5.69e+17,"全新正品，保证质量
 路途遥远，打包仔细
 多谢亲",1
7.09e+17,1、全新、干净、无瑕疵！1、全新、干净、无瑕疵！1、全新、干净、无瑕疵！,1
7.1e+17,发货前请检查好质量，谢谢,1
7.09e+17,尽快发货,1
7.09e+17,请黑色和白色一样发一双谢谢,0
7.1e+17,请快点发货并保证质量呀谢谢店家,1
7.1e+17,路途遥远，请检查仔细，不要有瑕疵，尽快发货，非常感谢！！,1
7.1e+17,开收据：汕头市鸿鑫文化传播有限公司,1
5.77e+17,韵达或邮政谢谢,0
7.1e+17,衣服要M码，不要发Ｓ，等有货再发就行，谢谢,0
5.69e+17,圆通申通,0
7.1e+17,请不要发错型号和颜色。,1
5.69e+17,检查发货,1
5.69e+17,开发票,1
5.77e+17,挑剔买家，质量一定要保证！！！谢谢,1
5.77e+17,请给我蓝、绿，灰三种颜色,0
5.75e+17,请检查质量（没勾烂和没污渍）不影响使用，尽快发货哦。谢谢,1
7.1e+17,请帮检查好质量，谢谢！,1
5.77e+17,请确保质量，包装完好。谢谢,1
7.1e+17,不要放快递柜,1
7.1e+17,请帮忙检查好质量发货,1
7.1e+17,保证质量，尽快发货,1
7.1e+17,xl，黑色4件套,0
7.1e+17,请尽量发顺丰或邮政，谢谢啦,0
7.1e+17,全新仔细检查包装,1
7.1e+17,要送礼物哦,1
7.1e+17,"梵迪珠宝有限公司
 票号：91440500752066985K",1
7.1e+17,及时发货 谢谢,1
5.77e+17,L码数,0
5.69e+17,顺丰快递,0
7.1e+17,检查质量无瑕疵再发货,1
5.77e+17,可以的话请不要发中通,0
7.1e+17,配送地址：深圳市龙华清湖富茂新村 陆花英 13670113923,0
7.1e+17,送货电话时没人接证明我在上班请第二天送来谢谢,0
7.1e+17,不要申通，其他都可以，谢谢,0
5.77e+17,抱歉，我想修改下地址，谢谢,0
7.1e+17,发货前务必检查好，以免不必要的麻烦，谢谢,1
5.69e+17,请发全新未拆封的衣服，请包装好，谢谢！,1
5.69e+17,请把配件装好，不要丢了或损坏了！,1
7.1e+17,快递发中通或者韵达，注意质量和包装，记得赠品，谢谢。,0
5.77e+17,不要发中通快递，谢谢,0
7.1e+17,"开票资料
 
 公司名称：苏州鸣人金属制品有限公司
 
 公司地址： 苏州市相城区黄埭镇青龙街3号
 
 统一社会信用代码（税号）：91320508MA1MC4HQ6J
 
 开户行：中国民生银行股份有限公司苏州钱万里桥小商品市场小微支行 
 电话：18015574994
 账号：698002540",1
5.69e+17,请尽快发货，周五急用！,1
7.1e+17,"173,65kg",1
7.1e+17,不要发申通快递,0
7.1e+17,开发票，嘉兴则成服饰有限公司，91330401055516207H,1
7.1e+17,三条短裤军绿色，黑色，灰色条纹各一件，都是L号，麻烦别发错了,0
5.69e+17,不要发圆通快递,0
7.11e+17,1.出货前请先检查商品是否完整。 2.尽快发货。 3.商品若有缺货，请先与我联系。 谢谢。,1
5.7e+17,已按照要求2件包邮了，为什么还有6元运费，要求退,1
5.77e+17,包装结实些,1
7.11e+17,保质发货，送礼物，谢谢,1
5.78e+17,老板，请发邮政小包，谢谢,0
7.08e+17,请不要放价格单,1
7.11e+17,请包装保护好噢，不着急发货,1
7.11e+17,明天发 包装里不要放价格 优惠卷 好评之类的,1
7.11e+17,送家里，勿放快递柜,1
5.78e+17,发货前帮忙检查一下，谢谢您了,1
7.11e+17,175cm 75kgs,1
5.69e+17,检查质量，尽快发货。谢谢,1
5.7e+17,检查好质量发货包装好无破损谢谢,1
5.77e+17,亲 麻烦包装好 检查清楚 谢谢,1
5.78e+17,发邮政,0
7.11e+17,希望尺寸不符可以调换,1
5.78e+17,仔细检查，有无瑕疵，包装完好，本人签收,1
7.11e+17,请在中通汇通申通韵达中4选1谢谢,0
7.11e+17,不要显示内置物品名称,0
7.11e+17,老板拿质量好的哈尽快发货哦多谢！,1
5.7e+17,不要圆通快递,0
7.11e+17,能发天天或申通尽量发这两家，谢谢你们,0
7.11e+17,请帮忙周末送货，谢谢,0
7.11e+17,多送点东西啊,1
7.11e+17,送小挂件，谢谢啦,0
7.11e+17,不要发申通,0
7.11e+17,麻烦挑选好一点无瑕疵的，本人比较挑剔，谢谢。,1
7.11e+17,发货请检查质量,1
7.11e+17,请检查好质量和货号再发货，谢谢！,1
7.11e+17,检查好发货哟，不然到时退换麻烦,1
7.11e+17,请商家发货前，仔细检查宝贝有没有质量问题，本人厌恶退货，换货。谢谢,1
7.11e+17,要黑色的。,0
7.11e+17,请不要发邮政，其他快递都行,0
5.7e+17,周六日不收货,0
7.11e+17,请检查货品全新无污渍破损尽快发货,1
5.78e+17,快件自取，到了请电话通知！谢谢,0
7.11e+17,麻烦发货前仔细检查，不要有破损污渍异味等,1
7.11e+17,中通申通，谢谢,0
7.11e+17,老顾客了，送礼物哈！,1
5.69e+17,请不要放价格单,1
5.7e+17,请认真检查商品质量，确保正品，尽快发货，谢谢快发货，谢谢,1
7.11e+17,速度折扣！,1
7.11e+17,除中通外，其它快递均可,0
7.11e+17,请检查有无破损。,1
7.11e+17,请下午送,0
7.11e+17,发顺丰或者邮政 要不然给大差评 找客服也不说话,0
7.11e+17,由于路途遥远，快递粗糙暴力，我几次收到破损压烂的快递包裹，麻烦商家发货前请检查一下商品包装没有破损打包结实再发货，感谢理解,1
7.11e+17,仔细检查好,1
5.74e+17,请仔细检查并妥善包装，多谢,1
7.11e+17,要全新仓库货不要别人退换,1
7.11e+17,请确保商品质量,1
5.74e+17,全新！品质好回购谢谢！,1
5.75e+17,无瑕疵，尽快发货,1
7.03e+17,不要瑕疵品,1
5.76e+17,麻烦检查仔细，别有破损污渍。,1
7.04e+17,请务必保证货品的完好和洁净,1
5.76e+17,中通或邮政优先,0
5.75e+17,亚洲M,0
7.04e+17,请确认宝贝质量款式无误在发货,1
7.04e+17,检查好宝贝质量再发货，谢谢,1
7.03e+17,送货上门,0
7.04e+17,保证质量,1
5.68e+17,希望宝贝质量好,1
5.75e+17,保证质量,1
7.04e+17,尽快发货！,1
7.04e+17,谢谢要全新未拆封产品,1
5.75e+17,尽快发货不要有破损谢谢,1
5.75e+17,发货前请仔细检查质量，以免不必要的麻烦,1
5.67e+17,走中通或申通快递,0
5.76e+17,请仔细检查质量，谢谢！,1
5.68e+17,快速发货,1
5.68e+17,发票信息开类别！发票信息开类别！不要明细！谢谢谢谢！,1
7.05e+17,裤子要深灰色，发货前请检查一下，不要有瑕疵，谢谢。,1
7.03e+17,不要发中通,0
7.06e+17,检查好质量颜色和款式还有尺码！谢谢！,1
7.06e+17,拒绝瑕疵，请及时发货，谢谢,1
7.06e+17,请确保质量并谨慎包装,0
7.06e+17,麻烦地址改为：福建省厦门市集美区乐海北里泉水湾三期 庄葛格 13459018738,0
7.06e+17,麻烦帮忙检查下质量，谢谢！,1
7.07e+17,请检查好质量！尽快发货！,1
7.07e+17,需要全新的，感谢！,1
7.07e+17,包装要好,0
7.07e+17,用圆通或中通发货,0
7.06e+17,发货前检查衣服有无瑕疵,1
5.75e+17,不放购物清单。,1
7.11e+17,急用，速发货，谢谢！！！,1
5.77e+17,请保证质量无瑕疵，谢谢,1
7.09e+17,帮忙检查包装好哦，赶紧发货吧～,1
5.77e+17,检查好质量发货哟！,1
7.08e+17,帮我选好货品，我拒绝瑕疵品，谢谢！,1
5.77e+17,确认质量,1
7.08e+17,发全新未拆封的,1
7.11e+17,请仔细检查尽快发货，谢谢,1
5.75e+17,保证好质量再发货，放老杨便利店后联系本人领取。,1
5.75e+17,发货前请检查有无质量问题,1
5.75e+17,请务必送到浏园，我可以付运费。不要运到别的地方，我没有时间去取件，辛苦您了，谢谢啦～,1
5.75e+17,朋友推荐来的。东西要和描述一致，不要有质量问题,1
5.75e+17,请确认无误后在发货，谢谢！,1
5.75e+17,检查好数量质量尽快发货谢谢你哈,1
7.03e+17,麻烦发货前仔细检查，避免质量问题，谢谢,1
7.03e+17,为避免不必要的麻烦，请务必精挑细选，妥善包装，谢谢！,0
7.03e+17,改地址，收货人: 俞克里 手机号码: 13812972340 所在地区: 上海上海市闵行区梅陇镇 详细地址: 上海市闵行区梅陇镇闵行区梅陇镇双柏路景东路4736号,0
5.67e+17,最好发EMS邮政顺丰 其他的不方便拿 谢谢,0
7.03e+17,开发票,1
5.68e+17,码子别发错了,1
5.74e+17,请尽快发货谢谢,1
7.03e+17,迪卡侬,1
5.68e+17,请检查好质量再发货，谢谢你！,1
5.74e+17,快递要圆通、申通、百世、顺丰或者邮政哦,0
5.68e+17,质量问题可能差评,1
5.75e+17,請檢查品質後發貨。請不要發次品。謝！,0
5.74e+17,发货快点谢谢！,1
5.75e+17,帮我质量检查好谢谢,1
5.75e+17,快递选用和菜鸟驿站合作的快递公司,1
5.75e+17,亲。期待小礼物。生意兴隆！,1
5.75e+17,务必包严实，谢谢。,1
5.75e+17,中通,0
5.75e+17,烦请卖家检查无误后，尽快发货，谢谢！！,1
5.75e+17,尽快发货！,1
7.03e+17,尽量不要发韵达快递，其他快递随意，谢谢,1
5.76e+17,圆通，中通，韵达，,0
5.76e+17,请检查好商品质量及型号哦，谢谢,1
5.76e+17,请检查没质量问题再发货，谢谢,1
5.75e+17,麻烦发中通哦，谢谢！,0
5.76e+17,请尽快发货，谢谢,1
5.76e+17,请包装严实避免损坏,1
5.76e+17,发中通,0
5.76e+17,外包装上写：MINH3553,0
7.03e+17,尽量发顺丰快递,0
7.03e+17,一件黑色 一件灰黑色,0
5.76e+17,不要发中通，收不到，其他都行,0
5.76e+17,XL,0
7.03e+17,保证正品,1
7.03e+17,请和无误后发货,1
7.04e+17,女士S,0
5.68e+17,发货时认真检查,1
5.74e+17,快点发货别有瑕疵谢谢,1
5.75e+17,请尽快发货谢谢,1
5.75e+17,麻烦出货前检查一下质量，谢谢！,1
5.75e+17,请检查好质量尽快发货谢谢！,1
5.76e+17,请发申通,0
5.76e+17,请卖家发货前检查好物品！,1
5.76e+17,发邮政,0
7.03e+17,麻烦检查包装好，谢谢,1
7.04e+17,检查好发货，谢谢！,1
7.04e+17,保证质量，尽快发货！谢谢s号,1
7.03e+17,一个蓝色，一个黑色,0
5.67e+17,发货前请检查质量，包装的好点谢谢,1
5.75e+17,请帮忙挑选包装好尽快发货，谢谢,1
5.75e+17,尽快发货,1
5.75e+17,能发邮政最好,0
5.75e+17,请检查好质量在发货,1
5.75e+17,发邮政，一定要发邮政,0
5.75e+17,不发中通圆通,0
5.76e+17,s,0
5.76e+17,发货前检查质量,1
5.76e+17,请确认款式 颜色 尺码 仔细检查包装 确保质量 谢谢,1
5.76e+17,请发全新商品，不要发其他买家退换货商品，也不要七天无理由退换货商品，谢谢！,1
7.03e+17,改价包邮吧,0
5.74e+17,需要收据,1
5.75e+17,别发中通谢谢,0
5.75e+17,L,0
5.75e+17,请寄送圆通或中通快递,0
5.76e+17,让快递直接放丰巢！,1
5.76e+17,发货前请仔细查看,1
5.76e+17,请确认无质量问题再发货，谢谢合作。,1
5.76e+17,品名：健身器材,0
5.76e+17,请包装好，以免压变形，谢谢了！,1
7.03e+17,老板，东西请用泡沫纸包好，请送赠品，快递请用纸盒，谢谢！,1
7.75e+17,快递不要 EMS,0
7.04e+17,请检查好物品不要有损坏瑕疵 谢谢,1
5.68e+17,抬头：南京中医药大学 税号：12320000466006818N 明细：按照实际购买的开（请勿只开鞋）开发票,1
5.68e+17,货品必须保证质量，包装要牢固！,1
5.68e+17,明天就发货,1
5.75e+17,尽快发货,1
5.76e+17,麻烦检查好再发货 不要浪费彼此的时间 谢谢,1
7.04e+17,请您不要再发货瑕疵品,1
7.04e+17,保证正品 质量，谢谢。,1
7.04e+17,保证正品 质量，谢谢。,1
7.04e+17,请完善品检防护发货，谢谢,1
7.04e+17,尽快发货！,1
5.68e+17,麻烦店家尽快发货，对方等待使用。谢谢了。,1
5.68e+17,尽量在下午5点半之后派送，家里没人没法接收快递。我宁愿多等一天也没关系，上午派送根本没法拿。拜托啦。,1
5.68e+17,发货前请务必一定注意货物质量，请尽快发货，谢谢,1
5.68e+17,可放门口右侧配电箱内,0
5.68e+17,质量和款式要与网上描述的一致,1
5.75e+17,请在发货前认真检查，避免出现瑕疵,1
5.68e+17,确保品质，全新,1
5.75e+17,为避免退货麻烦，发货前请检查好质量，谢谢！,1
5.75e+17,邮政或者中通，谢谢啦,0
5.75e+17,麻烦发货前仔细检查宝贝的颜色、款式、尺码、质量、包装等问题！！！,1
5.75e+17,请注意质量和尺码，谢谢。,1
5.75e+17,麻烦商家发货前检查质量，包装厚一些，以防划痕，谢谢,1
5.75e+17,不要放在速递易,0
5.75e+17,510634723@qq.com,1
5.75e+17,亲。麻烦检查后发货！辛苦了！,1
5.75e+17,请快递把包裹放小区西门速递易或格格驿站,1
5.75e+17,不要放在建行通道的丰巢,0
5.75e+17,急需，送货请电联或放自提柜，谢谢。,0
7.03e+17,"公司名：广东广物汽贸机动车教练场有限公司
 纳税人识别号：91440101304433892H
 地址、电话：广州市天河区广汕一路龙洞288号02房 020-36317786
 开户行及账号：中国工商银行股份公司广州第一支行 
 ??????????????3602000109201580082
 
 麻烦按这个开发票",1
5.75e+17,确保质量,1
5.76e+17,灰色搭扣款 尺码M,1
5.76e+17,检查一下 谢谢,1
5.76e+17,确保质量，谢谢,1
5.76e+17,全新 包装完好 谢谢,1
5.76e+17,发货请检查谢谢,1
5.76e+17,发货前仔细检查，妥善包装，谢谢！,1
7.03e+17,给质量好的呗，给好评,1
5.75e+17,发货前请检查核对尺码颜色包装结实完好尽早发货谢谢,1
5.76e+17,请不要有瑕疵，非常感谢,1
5.76e+17,请尽快发货，给个小礼物吧，谢谢您。,1
5.76e+17,发货前检查一下谢谢,1
5.76e+17,麻烦卖家发货的时候检查一下货，不要给彼此带来不必要的麻烦，谢谢,1
5.76e+17,圆通或韵达,0
5.76e+17,11月16号之前在日本游玩，请勿联系，可以放在各快递代放点或者物业。实在不行请在16号之后联系，谢谢。,1
7.03e+17,親請麻煩所有貨品同一個包裏一齊發貨。,1
7.03e+17,发货请仔细检查质量，尺码和颜色别发错了。谢谢。,1
5.76e+17,??? ???? ?????..,1
5.76e+17,天天快递不到，谢谢,1
5.76e+17,请检查后再发货，好评30字带图加评,1
5.76e+17,请验货后尽快发货,1
7.04e+17,发一双黑的一双蓝的，谢谢！,0
7.04e+17,自助购物请检查好发货,1
7.04e+17,优先中通。,0
5.68e+17,请发货前检查好质量谢谢,1
7.04e+17,确保质量,1
7.04e+17,不收邮政,0
5.68e+17,请发申通或中通,0
5.68e+17,请在周末投递,0
5.68e+17,注意产品质量,1
5.68e+17,请用中通，韵达，百世,0
5.68e+17,十分期待,1
5.68e+17,为了避免不必要的麻烦或投诉 请卖家发货前仔细核对商品信息以及确保其完好无损 谢谢,1
5.68e+17,仔细检查质量和配件后发货，谢谢,1
5.76e+17,请好好包装，希望能满意,1
5.75e+17,鞋子要正品才发贷，不然后果自付,1
5.75e+17,申通快递，麻烦掌柜今天发货，谢谢！,0
5.75e+17,希望不要让消费者失望,1
5.76e+17,上海润依广告有限公司,1
5.76e+17,??? ???? ????...,1
5.76e+17,请检查好质量，并严实包装发货，谢谢！,1
5.76e+17,和之前拍的一起发货,1
5.75e+17,辛苦了，请检查后尽快发货谢谢～,1
5.76e+17,黑/黄和黑/珊瑚红各一双,0
5.76e+17,请快递，工作日送！,1
5.76e+17,保证质量！,1
5.75e+17,帮忙检查不要有瑕疵，两只鞋面要对称，谢谢,1
5.76e+17,期待收到好货！,1
5.76e+17,请早点发货，谢谢！,1
7.04e+17,发货前请仔细检查，不要有质量问题。请包装结实些，以防路上快递损坏，谢谢~,1
5.76e+17,请发蓝色拉链款，非常感谢！,1
5.76e+17,请确认货品质量外观完好无瑕再发货谢谢！,1
7.04e+17,麻烦包装牢靠！尽快发货。谢谢！,1
5.76e+17,送朋友礼物，快递里不放收据/发票！谢谢！,1
5.76e+17,送人使用，请务必发新货，拒绝残次品，拒绝样品，拒绝退换货品，请务必包装仔细，谢谢！,1
7.04e+17,中通韵达拒签,0
7.04e+17,请检查好颜色质量尺码。包装好尽快发货。谢谢！,1
7.04e+17,男童：蓝色,0
7.04e+17,请发顺丰快递，顺丰快递，顺丰快递谢谢！,0
7.04e+17,老板，包装仔细，赠送赠品，尽快发货，谢谢！,1
7.04e+17,别发错码数和款式 别发残次品 谢谢,1
7.04e+17,20号再发货,1
7.04e+17,请检查好质量，谢谢,1
7.04e+17,请卖家发货时检查好质量，不要发中通，其他的快递都可以，谢谢。,0
7.04e+17,请卖家包装好，以免长途跋涉有所损坏，谢谢,0
7.04e+17,请发顺丰。否则太慢。,0
5.68e+17,黄白印花和深蓝各一件,1
5.75e+17,请保证产品质量,1
5.75e+17,包装好一点谢谢,1
5.68e+17,给发质量杠杠滴宝贝呦！祝店铺生意兴隆！,1
5.68e+17,尽量发中通，谢谢,0
5.75e+17,保证质量，尽快发货，要正品,1
